ID	IDlab	Cluster	trip_start	trip_ID	max_dist	observations	total_dist	avg_hours	min_hours	max_hours
TMC03	TMC03: Fire Lily	1	2016-01-12T23:00:00Z	TMC03_Den1_Trip12	1059.28600290385	2	2143.17916589994	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-13T20:00:00Z	TMC03_Den1_Trip13	2655.933707234	2	5311.91153429015	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-14T14:00:00Z	TMC03_Den1_Trip14	2684.95510795836	5	6922.34378668889	15	12	18
TMC03	TMC03: Fire Lily	1	2016-01-15T11:00:00Z	TMC03_Den1_Trip15	133.669155087047	1	264.657330595815	3	0	6
TMC03	TMC03: Fire Lily	1	2016-01-15T23:00:00Z	TMC03_Den1_Trip16	2681.10694441428	2	5387.02223051599	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-16T14:00:00Z	TMC03_Den1_Trip17	3003.09772640242	7	6051.57495451563	21	18	24
TMC03	TMC03: Fire Lily	1	2016-01-18T02:00:00Z	TMC03_Den1_Trip18	127.911612351459	1	252.463245893662	3	0	6
TMC03	TMC03: Fire Lily	1	2016-01-18T17:00:00Z	TMC03_Den1_Trip19	2596.73123439825	4	5235.4676120316	12	9	15
TMC03	TMC03: Fire Lily	1	2016-01-19T11:00:00Z	TMC03_Den1_Trip20	294.264133888228	3	594.370716469202	9	6	12
TMC03	TMC03: Fire Lily	1	2016-01-20T02:00:00Z	TMC03_Den1_Trip21	226.814130285291	2	494.627906289574	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-20T11:00:00Z	TMC03_Den1_Trip22	1103.81489904214	7	3964.55152863406	21	18	24
TMC03	TMC03: Fire Lily	1	2016-01-21T11:00:00Z	TMC03_Den1_Trip23	925.736995084792	4	2141.70438566655	12	9	15
TMC03	TMC03: Fire Lily	1	2016-01-22T02:00:00Z	TMC03_Den1_Trip24	1782.61385581012	2	3602.2989925853	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-22T20:00:00Z	TMC03_Den1_Trip25	2900.9875196399	3	5803.87372272966	9	6	12
TMC03	TMC03: Fire Lily	1	2016-01-23T11:00:00Z	TMC03_Den1_Trip26	3021.06000112521	6	7537.81594915002	18	15	21
TMC03	TMC03: Fire Lily	1	2016-01-24T11:00:00Z	TMC03_Den1_Trip27	616.322174307207	3	1253.92260090908	9	6	12
TMC03	TMC03: Fire Lily	1	2016-01-25T08:00:00Z	TMC03_Den1_Trip28	297.244922710363	3	618.303367482351	9	6	12
TMC03	TMC03: Fire Lily	1	2016-01-26T11:00:00Z	TMC03_Den1_Trip29	330.691302819414	2	664.01350705783	6	3	9
TMC03	TMC03: Fire Lily	1	2016-01-26T20:00:00Z	TMC03_Den1_Trip30	403.244710358829	4	1387.39640897824	12	9	15
TMC03	TMC03: Fire Lily	1	2016-01-27T11:00:00Z	TMC03_Den1_Trip31	2921.4610861655	7	7533.39628142161	24	21	27
TMC03	TMC03: Fire Lily	1	2016-01-28T17:00:00Z	TMC03_Den1_Trip32	1728.7872761395	5	4143.35288475379	15	12	18
TMC28	TMC28: Luna	1	2016-09-10T02:00:00Z	TMC28_Den1_Trip1	145.759058374333	1	145.759058374333	3	0	6
TMC28	TMC28: Luna	1	2016-09-10T20:00:00Z	TMC28_Den1_Trip2	611.426318292	1	1148.82443724883	3	0	6
TMC28	TMC28: Luna	1	2016-09-12T02:00:00Z	TMC28_Den1_Trip3	819.617931257181	1	1624.53721981637	3	0	6
TMC28	TMC28: Luna	1	2016-09-13T02:00:00Z	TMC28_Den1_Trip4	315.470323264733	1	638.655350759254	3	0	6
TMC27	TMC27: Disa	1	2016-09-13T11:00:00Z	TMC27_Den1_Trip1	211.924873196006	2	438.266476486646	6	3	9
TMC28	TMC28: Luna	1	2016-09-13T20:00:00Z	TMC28_Den1_Trip5	255.430800447057	1	527.895916927324	3	0	6
TMC27	TMC27: Disa	1	2016-09-14T08:00:00Z	TMC27_Den1_Trip2	409.395821076238	2	871.483431992863	6	3	9
TMC27	TMC27: Disa	1	2016-09-14T17:00:00Z	TMC27_Den1_Trip3	252.741860479604	1	508.884608983163	3	0	6
TMC28	TMC28: Luna	1	2016-09-14T17:00:00Z	TMC28_Den1_Trip6	1652.26906723872	3	3793.43482852486	9	6	12
TMC27	TMC27: Disa	1	2016-09-15T08:00:00Z	TMC27_Den1_Trip4	1856.13634529082	7	5460.97529194573	36	33	39
TMC28	TMC28: Luna	1	2016-09-15T17:00:00Z	TMC28_Den1_Trip7	776.408074393125	2	1722.13476813409	6	3	9
TMC28	TMC28: Luna	1	2016-09-16T17:00:00Z	TMC28_Den1_Trip8	784.82097252232	2	2065.96336689753	6	3	9
TMC27	TMC27: Disa	1	2016-09-17T11:00:00Z	TMC27_Den1_Trip5	497.532001702345	2	995.648741825087	6	3	9
TMC28	TMC28: Luna	1	2016-09-17T17:00:00Z	TMC28_Den1_Trip9	787.262811935129	2	2027.68777900255	6	3	9
TMC27	TMC27: Disa	1	2016-09-18T08:00:00Z	TMC27_Den1_Trip6	3647.74723179309	13	11168.4294833971	69	66	72
TMC28	TMC28: Luna	1	2016-09-18T14:00:00Z	TMC28_Den1_Trip10	1312.40863361008	3	3118.08984506019	9	6	12
TMC28	TMC28: Luna	1	2016-09-19T17:00:00Z	TMC28_Den1_Trip11	788.715603179414	2	1583.81585300234	6	3	9
TMC28	TMC28: Luna	1	2016-09-20T17:00:00Z	TMC28_Den1_Trip12	1327.20822504739	2	4009.40156570889	6	3	9
TMC28	TMC28: Luna	1	2016-09-21T02:00:00Z	TMC28_Den1_Trip13	1397.00685571602	8	4898.2511789016	24	21	27
TMC27	TMC27: Disa	1	2016-09-22T11:00:00Z	TMC27_Den1_Trip7	239.9058683104	2	514.906978922305	9	6	12
TMC28	TMC28: Luna	1	2016-09-22T17:00:00Z	TMC28_Den1_Trip14	850.903176971684	1	1601.48552064371	3	0	6
TMC27	TMC27: Disa	1	2016-09-23T08:00:00Z	TMC27_Den1_Trip8	137.649623940415	1	283.496959678479	3	0	6
TMC28	TMC28: Luna	1	2016-09-23T17:00:00Z	TMC28_Den1_Trip15	766.195622286999	2	1651.46980925771	6	3	9
TMC27	TMC27: Disa	1	2016-09-24T14:00:00Z	TMC27_Den1_Trip9	315.005244316743	1	723.452079789798	3	0	6
TMC28	TMC28: Luna	1	2016-09-24T20:00:00Z	TMC28_Den1_Trip16	658.383781885121	1	1311.13712124645	3	0	6
TMC27	TMC27: Disa	1	2016-09-25T02:00:00Z	TMC27_Den1_Trip10	339.020078550843	4	768.126333344784	12	9	15
TMC27	TMC27: Disa	1	2016-09-25T17:00:00Z	TMC27_Den1_Trip11	345.59780842045	1	688.28486354542	3	0	6
TMC28	TMC28: Luna	1	2016-09-25T20:00:00Z	TMC28_Den1_Trip17	767.293896760922	1	1524.20659534001	3	0	6
TMC27	TMC27: Disa	1	2016-09-26T11:00:00Z	TMC27_Den1_Trip12	1155.69148289315	3	2729.67098258972	12	9	15
TMC28	TMC28: Luna	1	2016-09-27T02:00:00Z	TMC28_Den1_Trip18	743.325109395222	1	1459.01052086551	3	0	6
TMC27	TMC27: Disa	1	2016-09-27T11:00:00Z	TMC27_Den1_Trip13	3560.83304419396	6	7789.4273165082795	30	27	33
TMC28	TMC28: Luna	1	2016-09-28T02:00:00Z	TMC28_Den1_Trip19	357.25120861524	1	715.615637452912	3	0	6
TMC28	TMC28: Luna	1	2016-09-29T02:00:00Z	TMC28_Den1_Trip20	739.98398392171	1	1483.06901327727	3	0	6
TMC27	TMC27: Disa	1	2016-09-29T08:00:00Z	TMC27_Den1_Trip14	816.30923034798	4	2672.84351334251	15	12	18
TMC27	TMC27: Disa	1	2016-09-30T14:00:00Z	TMC27_Den1_Trip15	3544.27435451797	6	7332.14441683463	33	30	36
TMC28	TMC28: Luna	1	2016-09-30T17:00:00Z	TMC28_Den1_Trip21	779.291246989293	2	1592.33800162148	6	3	9
TMC28	TMC28: Luna	1	2016-10-01T20:00:00Z	TMC28_Den1_Trip22	847.865708067127	1	1698.52413342811	3	0	6
TMC28	TMC28: Luna	1	2016-10-02T17:00:00Z	TMC28_Den1_Trip23	635.676979122205	3	1858.04088860812	9	6	12
TMC28	TMC28: Luna	1	2016-10-03T17:00:00Z	TMC28_Den1_Trip24	1191.25375696888	2	2624.6504062358	6	3	9
TMC28	TMC28: Luna	1	2016-10-04T02:00:00Z	TMC28_Den1_Trip25	214.62584373935	1	431.991214728362	3	0	6
TMC28	TMC28: Luna	1	2016-10-04T17:00:00Z	TMC28_Den1_Trip26	697.579782620282	3	1973.3656898501	9	6	12
TMC28	TMC28: Luna	2	2016-10-05T02:00:00Z	TMC28_Den2_Trip1	694.618666544783	7	2963.64622667848	21	18	24
TMC28	TMC28: Luna	1	2016-10-05T05:00:00Z	TMC28_Den1_Trip27	788.098721692998	4	1624.15752052149	12	9	15
TMC27	TMC27: Disa	1	2016-10-05T11:00:00Z	TMC27_Den1_Trip16	231.847281762674	3	869.955056108635	12	9	15
TMC28	TMC28: Luna	1	2016-10-05T20:00:00Z	TMC28_Den1_Trip28	517.649293072463	2	1250.79892574546	6	3	9
TMC27	TMC27: Disa	1	2016-10-06T08:00:00Z	TMC27_Den1_Trip17	127.549933998735	1	266.659439898685	3	0	6
TMC28	TMC28: Luna	2	2016-10-06T11:00:00Z	TMC28_Den2_Trip2	167.653185075557	1	410.829163923638	3	0	6
TMC27	TMC27: Disa	1	2016-10-06T17:00:00Z	TMC27_Den1_Trip18	170.575027957015	1	378.032188996619	3	0	6
TMC28	TMC28: Luna	2	2016-10-06T17:00:00Z	TMC28_Den2_Trip3	697.413890589388	3	3465.02417640482	9	6	12
TMC27	TMC27: Disa	1	2016-10-07T08:00:00Z	TMC27_Den1_Trip19	366.976172704438	7	1975.5124783424	33	30	36
TMC28	TMC28: Luna	2	2016-10-07T20:00:00Z	TMC28_Den2_Trip4	928.048659752923	1	1817.34041027685	3	0	6
TMC28	TMC28: Luna	2	2016-10-08T20:00:00Z	TMC28_Den2_Trip5	1731.41236303705	1	3397.74137947949	3	0	6
TMC28	TMC28: Luna	2	2016-10-09T05:00:00Z	TMC28_Den2_Trip6	518.785803272066	2	1160.17104925372	6	3	9
TMC27	TMC27: Disa	1	2016-10-09T11:00:00Z	TMC27_Den1_Trip20	327.813754731108	4	1286.81273452722	15	12	18
TMC28	TMC28: Luna	2	2016-10-09T20:00:00Z	TMC28_Den2_Trip7	826.92071779376	1	1643.90025968012	3	0	6
TMC27	TMC27: Disa	1	2016-10-10T08:00:00Z	TMC27_Den1_Trip21	3637.73429907213	7	7958.55568950327	30	27	33
TMC28	TMC28: Luna	2	2016-10-11T02:00:00Z	TMC28_Den2_Trip8	314.21699425503	1	621.307536083435	3	0	6
TMC28	TMC28: Luna	2	2016-10-12T02:00:00Z	TMC28_Den2_Trip9	1255.58257243577	2	2703.5685104012	6	3	9
TMC27	TMC27: Disa	1	2016-10-12T14:00:00Z	TMC27_Den1_Trip22	864.107311394611	3	2417.64236524408	9	6	12
TMC27	TMC27: Disa	1	2016-10-13T05:00:00Z	TMC27_Den1_Trip23	125.698046361798	1	305.053055639781	3	0	6
TMC27	TMC27: Disa	1	2016-10-13T11:00:00Z	TMC27_Den1_Trip24	2155.45770563837	9	4927.99138482161	33	30	36
TMC28	TMC28: Luna	3	2016-10-14T23:00:00Z	TMC28_Den3_Trip1	1631.81296176722	2	3293.63623399134	6	3	9
TMC27	TMC27: Disa	1	2016-10-15T11:00:00Z	TMC27_Den1_Trip25	256.635058955986	3	1156.5449995698	9	6	12
TMC28	TMC28: Luna	3	2016-10-15T17:00:00Z	TMC28_Den3_Trip2	1460.99131208221	1	2900.39896422626	3	0	6
TMC27	TMC27: Disa	1	2016-10-16T08:00:00Z	TMC27_Den1_Trip26	3666.73834558194	17	11248.7846833975	63	60	66
TMC28	TMC28: Luna	3	2016-10-16T20:00:00Z	TMC28_Den3_Trip3	1706.74577598192	1	3440.0518295518	3	0	6
TMC28	TMC28: Luna	3	2016-10-17T20:00:00Z	TMC28_Den3_Trip4	434.315579262953	1	877.841242840121	3	0	6
TMC28	TMC28: Luna	3	2016-10-18T20:00:00Z	TMC28_Den3_Trip5	221.040612274897	1	435.379882418677	3	0	6
TMC27	TMC27: Disa	1	2016-10-19T17:00:00Z	TMC27_Den1_Trip27	242.657569395708	2	496.234884598835	6	3	9
TMC28	TMC28: Luna	3	2016-10-20T20:00:00Z	TMC28_Den3_Trip6	1578.25612496954	2	3172.34446646267	6	3	9
TMC27	TMC27: Disa	1	2016-10-20T23:00:00Z	TMC27_Den1_Trip28	3633.23982842172	6	7852.85716148247	24	21	27
TMC28	TMC28: Luna	3	2016-10-21T20:00:00Z	TMC28_Den3_Trip7	280.045976207344	1	567.504459469921	3	0	6
TMC27	TMC27: Disa	1	2016-10-23T02:00:00Z	TMC27_Den1_Trip29	3606.00565937804	11	8834.39502691045	45	42	48
TMC28	TMC28: Luna	3	2016-10-23T23:00:00Z	TMC28_Den3_Trip8	830.985439057282	1	1683.7781359416	3	0	6
TMC28	TMC28: Luna	3	2016-10-24T23:00:00Z	TMC28_Den3_Trip9	661.398344285686	1	1343.5416859425	3	0	6
TMC28	TMC28: Luna	3	2016-10-25T08:00:00Z	TMC28_Den3_Trip10	205.437962488249	2	581.579357583004	6	3	9
